architecture,y_true,entropy,correct
mobilenetv2,1,0.06129988,True
mobilenetv2,1,0.20226896,True
mobilenetv2,1,0.18274412,True
mobilenetv2,1,0.3389099,False
mobilenetv2,1,0.00045507995,True
mobilenetv2,1,0.30736524,True
mobilenetv2,1,0.65599614,True
mobilenetv2,1,0.063688815,True
mobilenetv2,1,0.0521147,True
mobilenetv2,1,0.7124795,True
mobilenetv2,1,0.029903635,True
mobilenetv2,1,0.34000945,True
mobilenetv2,1,0.040185884,True
mobilenetv2,1,0.75123703,True
mobilenetv2,1,0.08958137,True
mobilenetv2,1,0.76237845,True
mobilenetv2,1,0.013476109,True
mobilenetv2,1,0.003678918,False
mobilenetv2,1,0.8186489,False
mobilenetv2,1,0.34691405,False
mobilenetv2,1,0.18373188,False
mobilenetv2,1,0.17546596,True
mobilenetv2,1,0.36723858,True
mobilenetv2,1,0.19524652,True
mobilenetv2,1,0.7197254,False
mobilenetv2,1,0.63829184,True
mobilenetv2,1,0.63645685,False
mobilenetv2,1,0.45855203,True
mobilenetv2,1,0.40503907,True
mobilenetv2,1,0.29774493,True
mobilenetv2,1,0.8175746,False
mobilenetv2,1,0.6684603,True
mobilenetv2,1,0.8387194,False
mobilenetv2,1,0.30750802,True
mobilenetv2,1,0.7351744,True
mobilenetv2,1,0.53258264,True
mobilenetv2,1,0.5971185,False
mobilenetv2,1,0.8534887,False
mobilenetv2,1,0.049896874,True
mobilenetv2,1,0.013158948,True
mobilenetv2,1,0.0043921657,True
mobilenetv2,1,0.43725872,True
mobilenetv2,1,0.38567832,True
mobilenetv2,1,0.7093532,False
mobilenetv2,1,0.5599653,True
mobilenetv2,1,0.038570296,True
mobilenetv2,1,0.007191086,True
mobilenetv2,1,0.4474246,True
mobilenetv2,1,0.05178491,True
mobilenetv2,1,0.69524056,True
mobilenetv2,1,0.06441431,True
mobilenetv2,1,0.5615506,True
mobilenetv2,1,0.41373897,True
mobilenetv2,1,0.22622171,True
mobilenetv2,1,0.09652354,True
mobilenetv2,1,0.06305461,True
mobilenetv2,1,0.10620632,True
mobilenetv2,1,0.026781103,True
mobilenetv2,1,0.037502248,True
mobilenetv2,1,0.3527332,True
mobilenetv2,1,0.011680876,True
mobilenetv2,1,0.24729902,True
mobilenetv2,1,0.468963,True
mobilenetv2,1,0.41358507,False
mobilenetv2,1,0.69237125,True
mobilenetv2,1,0.4925688,True
mobilenetv2,1,0.8399588,True
mobilenetv2,1,0.6732732,True
mobilenetv2,1,0.53736424,True
mobilenetv2,1,0.37772518,True
mobilenetv2,1,0.12149834,True
mobilenetv2,1,0.0018187759,True
mobilenetv2,1,0.04587438,True
mobilenetv2,1,0.04825621,True
mobilenetv2,1,0.5894425,True
mobilenetv2,1,0.069642365,True
mobilenetv2,1,0.6650231,False
mobilenetv2,1,0.00031289266,True
mobilenetv2,1,0.44542575,True
mobilenetv2,1,0.624878,False
mobilenetv2,1,0.019149594,True
mobilenetv2,1,0.060999747,True
mobilenetv2,1,0.71074903,True
mobilenetv2,1,0.18635319,True
mobilenetv2,1,0.51207536,True
mobilenetv2,1,0.38689518,True
mobilenetv2,1,0.26039,True
mobilenetv2,1,0.19321388,True
mobilenetv2,1,0.103827246,True
mobilenetv2,1,0.00024852,True
mobilenetv2,1,0.69048846,True
mobilenetv2,1,0.58399516,True
mobilenetv2,1,0.21007174,False
mobilenetv2,1,0.00651748,True
mobilenetv2,1,0.016988844,True
mobilenetv2,1,0.71056163,True
mobilenetv2,1,0.7329885,True
mobilenetv2,1,0.17167543,True
mobilenetv2,1,0.52722377,False
mobilenetv2,1,0.1265183,True
mobilenetv2,1,0.656536,False
mobilenetv2,1,0.47436106,True
mobilenetv2,1,0.78010404,False
mobilenetv2,1,0.21289265,True
mobilenetv2,1,0.4635632,True
mobilenetv2,1,0.043088324,True
mobilenetv2,1,0.728528,True
mobilenetv2,1,0.3304146,True
mobilenetv2,1,0.6920593,False
mobilenetv2,1,0.6530936,False
mobilenetv2,1,0.11223794,True
mobilenetv2,1,0.5043732,True
mobilenetv2,1,0.88444436,False
mobilenetv2,1,0.4876488,True
mobilenetv2,1,0.71986556,False
mobilenetv2,1,0.3824652,False
mobilenetv2,1,0.1201329,True
mobilenetv2,1,0.6406364,True
mobilenetv2,1,0.00054013013,True
mobilenetv2,1,0.31777656,True
mobilenetv2,1,0.20726348,True
mobilenetv2,1,0.44884488,True
mobilenetv2,1,0.16047621,True
mobilenetv2,1,1.1023692,True
mobilenetv2,1,0.7584999,False
mobilenetv2,1,0.6461086,True
mobilenetv2,1,0.34391654,True
mobilenetv2,1,0.5086078,True
mobilenetv2,1,0.52413034,False
mobilenetv2,1,0.002966878,True
mobilenetv2,1,0.5641205,True
mobilenetv2,1,0.026490249,True
mobilenetv2,1,0.68458813,False
mobilenetv2,1,0.0060060085,True
mobilenetv2,1,1.0707477,False
mobilenetv2,1,0.7736273,True
mobilenetv2,1,0.35417038,False
mobilenetv2,1,0.103564054,True
mobilenetv2,1,0.12484518,True
mobilenetv2,1,0.032708388,True
mobilenetv2,1,0.23787755,True
mobilenetv2,1,0.088893995,True
mobilenetv2,1,1.1012781,False
mobilenetv2,1,0.0012053259,True
mobilenetv2,1,0.40037394,True
mobilenetv2,1,0.038597647,True
mobilenetv2,1,0.020498402,True
mobilenetv2,1,0.5881984,True
mobilenetv2,1,0.41477495,False
mobilenetv2,1,0.065745115,True
mobilenetv2,1,0.23952629,False
mobilenetv2,1,0.08142351,False
mobilenetv2,1,0.25511867,True
mobilenetv2,1,0.52552277,False
mobilenetv2,1,9.717929e-05,True
mobilenetv2,1,0.014475484,True
mobilenetv2,1,0.6465496,True
mobilenetv2,1,0.111108735,True
mobilenetv2,1,0.20481011,True
mobilenetv2,1,0.0029540118,True
mobilenetv2,1,0.25609064,True
mobilenetv2,1,0.93627846,False
mobilenetv2,1,0.5872899,True
mobilenetv2,1,0.00021295137,True
mobilenetv2,1,0.011869848,True
mobilenetv2,1,0.7112975,False
mobilenetv2,1,0.28616953,True
mobilenetv2,1,0.5961022,True
mobilenetv2,1,0.93300605,False
mobilenetv2,1,0.7391742,True
mobilenetv2,1,0.6077783,False
mobilenetv2,1,0.374295,True
mobilenetv2,1,0.8885199,True
mobilenetv2,1,0.04705406,True
mobilenetv2,1,0.3145716,True
mobilenetv2,1,0.25010428,True
mobilenetv2,1,0.33257353,True
mobilenetv2,1,0.075514264,True
mobilenetv2,1,0.6224539,False
mobilenetv2,1,0.08265605,True
mobilenetv2,1,0.0017664989,True
mobilenetv2,1,0.25621817,True
mobilenetv2,1,0.62802696,True
mobilenetv2,1,0.57745576,True
mobilenetv2,1,0.0006124773,True
mobilenetv2,1,0.034743875,True
mobilenetv2,1,0.00011958838,True
mobilenetv2,1,0.5115271,True
mobilenetv2,1,0.7245171,True
mobilenetv2,1,0.60579,True
mobilenetv2,1,0.19852826,True
mobilenetv2,1,0.8620033,True
mobilenetv2,1,0.14402027,True
mobilenetv2,1,0.46939474,True
mobilenetv2,1,0.46141058,True
mobilenetv2,1,0.6394798,True
mobilenetv2,1,0.3923505,True
mobilenetv2,1,0.06805812,True
mobilenetv2,1,0.009965729,True
mobilenetv2,1,0.25627065,True
mobilenetv2,1,0.5321512,True
mobilenetv2,1,0.49541125,True
mobilenetv2,1,0.020019414,True
mobilenetv2,1,0.70481634,True
mobilenetv2,1,0.07782382,True
mobilenetv2,1,0.0021412547,False
mobilenetv2,1,0.005087558,True
mobilenetv2,1,0.25589082,False
mobilenetv2,1,0.34313047,True
mobilenetv2,1,0.077695,True
mobilenetv2,1,0.6820889,True
mobilenetv2,1,0.6163585,True
mobilenetv2,1,0.7721161,False
mobilenetv2,1,0.47633803,True
mobilenetv2,1,0.7988682,False
mobilenetv2,1,0.44410306,False
mobilenetv2,1,1.0038756,False
mobilenetv2,1,0.024465743,True
mobilenetv2,1,0.03214489,True
mobilenetv2,1,0.116453044,True
mobilenetv2,1,0.11444357,True
mobilenetv2,1,0.6082345,True
mobilenetv2,1,0.0004804438,True
mobilenetv2,1,0.20289323,True
mobilenetv2,1,0.41734642,True
mobilenetv2,1,0.01517742,True
mobilenetv2,1,1.0355748,False
mobilenetv2,1,0.64685255,True
mobilenetv2,1,0.3337256,True
mobilenetv2,1,0.5656182,False
mobilenetv2,1,0.8590734,True
mobilenetv2,1,0.7026066,True
mobilenetv2,1,1.925443e-05,True
mobilenetv2,1,0.677861,True
mobilenetv2,1,0.0066474564,True
mobilenetv2,1,0.5319035,False
mobilenetv2,1,0.78426856,True
mobilenetv2,1,0.02295889,True
mobilenetv2,1,0.91538024,True
mobilenetv2,1,0.5029193,True
mobilenetv2,1,0.4577666,False
mobilenetv2,1,0.002791212,True
mobilenetv2,1,0.06908341,True
mobilenetv2,1,0.6812439,False
mobilenetv2,1,0.0024893386,True
mobilenetv2,1,0.15423502,True
mobilenetv2,1,0.074551836,True
mobilenetv2,1,0.20722017,True
mobilenetv2,1,0.65413594,True
mobilenetv2,1,0.17554665,True
mobilenetv2,1,0.58694386,True
mobilenetv2,1,0.68955886,False
mobilenetv2,1,0.15163805,True
mobilenetv2,1,0.09579264,True
mobilenetv2,1,0.045274653,True
mobilenetv2,1,0.08620759,True
mobilenetv2,1,0.2672676,True
mobilenetv2,1,0.70603615,False
mobilenetv2,1,0.087429024,True
mobilenetv2,1,0.56402975,False
mobilenetv2,1,0.8791238,True
mobilenetv2,1,0.56599283,True
mobilenetv2,1,0.50521594,True
mobilenetv2,1,0.019693859,True
mobilenetv2,1,0.1932645,True
mobilenetv2,1,0.0019460428,True
mobilenetv2,1,0.116529524,True
mobilenetv2,1,0.10270507,True
mobilenetv2,1,0.5338826,True
mobilenetv2,1,1.0322403,False
mobilenetv2,1,0.005324375,True
mobilenetv2,1,0.007807595,True
mobilenetv2,1,0.033095498,False
mobilenetv2,1,0.25914037,True
mobilenetv2,1,0.0100652,True
mobilenetv2,1,0.00433072,True
mobilenetv2,1,0.4704164,True
mobilenetv2,1,0.16182905,True
mobilenetv2,1,0.0025202045,True
mobilenetv2,1,0.65200317,True
mobilenetv2,1,0.6692532,False
mobilenetv2,1,0.35662428,True
mobilenetv2,1,0.48207265,True
mobilenetv2,1,0.022171339,True
mobilenetv2,1,0.71202314,False
mobilenetv2,1,0.5671528,True
mobilenetv2,1,0.07559523,True
mobilenetv2,1,0.41781148,False
mobilenetv2,1,0.20962681,True
mobilenetv2,1,0.06193911,True
mobilenetv2,1,0.07153021,True
mobilenetv2,1,0.7949779,False
mobilenetv2,1,0.6564629,True
mobilenetv2,1,0.27889073,True
mobilenetv2,1,0.09320132,True
mobilenetv2,1,0.79697216,True
mobilenetv2,1,0.00030271677,False
mobilenetv2,1,0.10806716,True
mobilenetv2,1,0.14700633,True
mobilenetv2,1,1.0034904,True
mobilenetv2,1,0.5032806,True
mobilenetv2,1,0.5684363,True
mobilenetv2,1,1.1027551,False
mobilenetv2,1,0.5080322,False
mobilenetv2,1,0.0005792031,True
mobilenetv2,1,1.0536966,False
mobilenetv2,1,0.19921626,True
mobilenetv2,1,0.6179558,True
mobilenetv2,1,0.0025782485,True
mobilenetv2,1,0.32574224,True
mobilenetv2,1,0.48592496,False
mobilenetv2,1,0.3426289,True
mobilenetv2,1,0.031853907,True
mobilenetv2,1,0.66512847,True
mobilenetv2,1,0.88312006,False
mobilenetv2,1,0.014164537,True
mobilenetv2,1,0.0027300268,True
mobilenetv2,1,0.0049036075,True
mobilenetv2,1,0.04338849,True
mobilenetv2,1,0.19403711,True
mobilenetv2,1,0.43256214,True
mobilenetv2,1,0.4357938,True
mobilenetv2,1,0.46561447,True
mobilenetv2,1,0.6736007,True
mobilenetv2,1,0.15794177,True
mobilenetv2,1,0.0089212265,True
mobilenetv2,1,0.59194994,True
mobilenetv2,1,0.22530282,True
mobilenetv2,1,0.5256852,True
mobilenetv2,1,0.0019665088,True
mobilenetv2,1,1.0704248,False
mobilenetv2,1,0.0051887594,True
mobilenetv2,1,0.6852658,False
mobilenetv2,1,0.21871793,True
mobilenetv2,1,0.111655414,True
